295.34 700.23 295.16 3.40 0.33 342.9666667
296.08 1231.67 296.26 3.40 0.36 341.5
295.01 550.67 295.46 2.12 0.35 349.8666667
295.13 534.73 295.30 2.12 0.31 287.0333333
297.93 1516.33 298.11 2.12 0.36 335.3333333
299.22 741.70 299.12 2.12 0.23 363.2666667
296.96 661.07 297.15 2.12 0.34 349.1666667
295.29 577.30 295.43 2.12 0.33 358.6666667
294.93 411.07 295.10 2.12 0.31 353.9
299.18 940.10 298.04 2.00 0.16 327.1333333
300.83 964.70 300.33 1.90 0.25 353.9333333
302.93 1537.67 302.34 1.90 0.22 353.7
300.53 1484.00 299.79 1.90 0.27 359.4333333
301.97 1705.67 301.56 1.90 0.30 359.1
303.67 1594.33 302.65 1.90 0.23 367.3333333
302.70 1624.67 301.84 1.90 0.29 353.3333333
303.41 1504.33 301.84 1.90 0.27 355.1333333
303.80 1558.67 302.53 1.90 0.24 341.9
302.86 1750.67 301.93 1.90 0.25 349.2333333
303.95 1581.33 302.47 1.90 0.25 357.4666667
302.74 1613.33 302.19 1.20 0.28 327.0666667
302.16 1495.33 301.69 1.20 0.28 341.9333333
301.96 1783.67 301.45 1.20 0.27 351.4
302.58 1745.33 301.67 1.20 0.24 348.5333333
303.06 1751.00 302.12 1.20 0.24 335.0333333
300.67 1648.67 299.13 0.70 0.20 404.9333333
307.62 1669.33 305.34 0.70 0.21 371.2666667
304.52 1902.00 302.72 0.70 0.26 342.3333333
305.62 1771.67 304.46 0.70 0.25 361.2
304.29 1924.67 303.99 0.70 0.20 350.5666667
306.09 1755.00 304.86 0.70 0.20 355.0666667
306.09 1824.67 305.69 0.70 0.23 354.0666667
307.00 1833.33 306.06 0.70 0.25 350
306.01 1787.33 305.77 0.70 0.20 351.6
306.33 1706.67 305.92 0.70 0.22 377.7
306.63 1761.33 306.03 0.70 0.24 353.7
303.94 1601.67 304.26 1.80 0.20 333.9333333
302.78 612.63 304.04 1.80 0.19 349.6
306.13 1786.00 306.50 1.80 0.26 387.9333333
305.29 1832.33 306.34 1.80 0.24 349.1666667
307.95 1759.00 307.08 1.80 0.20 354.1
298.69 512.07 298.90 1.40 0.22 363.2333333
297.17 314.60 297.59 1.40 0.26 360.6666667
297.98 524.37 297.77 1.40 0.24 365.1
298.11 358.73 298.11 1.40 0.25 369.4333333
299.21 445.70 298.76 1.40 0.27 361.5333333
299.14 624.47 298.99 1.40 0.26 360.9666667
299.27 246.93 299.26 1.40 0.25 368.0666667
299.48 177.80 299.62 1.40 0.26 367.1
299.86 562.53 299.75 1.40 0.30 357.1666667
299.03 495.17 299.50 1.40 0.27 364
299.34 414.23 299.57 1.40 0.25 367.5333333
298.69 478.57 299.07 1.40 0.28 367.6666667
298.90 607.97 299.37 1.40 0.29 344.4
298.15 203.20 298.22 1.40 0.21 366.8
297.52 299.93 297.98 1.40 0.21 368.3333333
297.05 470.30 297.45 1.40 0.28 355.6666667
292.18 1539.33 291.22 0.64 0.30 348.6666667
295.99 1303.73 294.24 3.02 0.31 364.9333333
293.17 1471.33 292.04 3.02 0.22 352.7666667
294.13 1962.00 292.62 3.02 0.30 354.7666667
294.59 1780.67 292.90 0.58 0.23 370.6
294.35 1562.33 293.30 3.02 0.29 358.2
294.49 1266.67 293.39 3.02 0.32 354.7666667
296.07 1774.00 294.91 3.02 0.29 363.5333333
295.80 1368.67 294.52 3.02 0.31 364.5
296.64 1453.33 295.48 3.02 0.30 400.2
295.77 1211.67 293.76 3.02 0.31 361.0666667
297.70 1115.33 295.09 3.02 0.30 371.5
297.10 1758.67 295.39 3.02 0.29 374.7
296.41 1678.33 295.45 3.02 0.27 379.6
295.96 1469.00 294.37 3.10 0.28 375.7333333
295.77 1232.33 295.53 3.10 0.29 369.8
297.60 1588.33 296.21 3.10 0.32 503.0333333
296.99 438.57 296.32 3.10 0.25 392.9
297.97 1188.67 296.37 3.10 0.26 373.1666667
298.95 1319.67 297.09 3.10 0.29 360.5666667
299.96 1721.00 298.90 3.10 0.25 371.5
300.14 1482.67 299.62 3.10 0.25 415.4666667
302.52 1212.17 300.85 3.10 0.26 381.7333333
304.39 1511.00 302.86 3.10 0.27 351.0333333
302.63 448.67 302.04 3.10 0.21 408.0333333
303.24 1754.33 302.88 3.10 0.22 371.3333333
305.02 1760.33 303.22 1.92 0.27 385.2666667
305.53 1707.00 304.08 1.92 0.24 365.6333333
304.19 1105.70 303.67 1.92 0.22 401.7666667
302.12 1143.33 300.13 1.92 0.22 365.3
305.71 1437.60 304.73 1.92 0.21 429.4
301.75 1784.00 300.01 1.92 0.24 368.4333333
307.20 1285.33 304.96 1.92 0.20 384.2666667
302.33 1653.00 300.25 1.92 0.20 371.5
304.94 1340.00 304.46 1.92 0.20 388.3333333
301.03 230.00 300.52 1.92 0.23 372.2
302.23 1867.00 300.52 1.92 0.22 368.4
302.86 1860.00 300.50 1.92 0.23 366.6
302.13 1720.50 300.45 1.92 0.20 369.95
301.72 1773.67 300.70 1.92 0.20 370.1333333
303.11 1502.00 301.02 1.92 0.20 372
298.32 131.67 298.99 0.00 0.15 380.2
296.76 137.33 297.98 0.02 0.55 361.1
296.14 185.33 297.97 0.02 0.57 379.9333333
296.92 367.67 297.91 0.02 0.55 355.4
298.21 1169.67 297.91 0.02 0.48 358.5
299.09 220.00 298.11 0.02 0.60 364.1333333
301.10 878.00 298.51 0.02 0.66 352.3333333
299.59 360.67 299.09 0.02 0.57 356.3666667
299.92 951.00 299.31 0.02 0.57 353
301.71 1473.00 299.84 0.02 0.53 351.9333333
301.63 380.00 300.29 0.02 0.58 354.9333333
302.43 1521.33 300.48 0.02 0.58 354.5
303.72 968.33 301.37 0.02 0.48 356.6333333
302.26 1741.00 301.30 0.02 0.53 345.6666667
301.81 681.67 301.13 0.02 0.51 365.7666667
302.11 848.00 301.19 0.02 0.51 357.1666667
303.26 1530.67 301.39 0.02 0.54 355.0333333
302.43 1621.67 301.48 0.02 0.56 345.5666667
301.96 1649.00 301.18 0.58 0.54 357.5666667
303.43 1629.67 301.26 0.58 0.53 355.6666667
303.28 1048.67 301.33 0.58 0.52 355.0333333
302.94 1676.33 301.35 0.58 0.57 342.1
302.39 744.67 301.50 0.58 0.49 366
302.68 309.67 301.66 0.58 0.49 357.4333333
303.26 1269.00 301.83 0.58 0.52 349
304.09 1497.67 302.07 0.58 0.48 351.3333333
309.18 1146.70 308.17 4.10 0.22 378.7666667
311.43 1928.33 311.43 4.50 0.22 373.8
313.65 1785.00 313.39 4.50 0.21 383.3333333
304.88 231.50 305.56 4.50 0.24 381.6
313.28 1788.67 312.36 4.50 0.21 382.5333333
316.26 1748.67 314.51 4.50 0.16 378.7
313.59 1423.00 313.64 4.50 0.22 367.7666667
309.39 301.20 310.20 4.50 0.20 380.0666667
308.10 310.53 308.82 4.50 0.24 379.4333333
306.02 318.07 306.54 4.50 0.22 381.1333333
305.00 347.20 305.83 4.50 0.25 379.1
304.41 216.83 305.15 4.50 0.27 376.2333333
313.05 1745.00 312.62 2.10 0.25 382.4666667
314.01 1658.00 313.54 2.10 0.21 442.8666667
311.14 1601.00 311.43 2.10 0.26 383.1
312.04 1896.00 311.12 2.10 0.19 409.9
312.48 1847.67 311.72 2.70 0.25 387.5666667
311.45 1668.33 310.10 2.70 0.22 373.3333333
310.42 1694.33 309.43 2.70 0.23 380.4666667
310.95 1366.33 308.83 2.70 0.21 383.5
310.20 1682.33 309.22 2.70 0.28 366.2666667
311.89 2063.67 310.70 2.70 0.24 370.8333333
314.03 1982.67 314.06 2.80 0.24 359.4333333
312.48 1612.00 312.76 2.80 0.20 382.8666667
314.70 2046.33 314.41 2.80 0.22 365.4
315.09 1968.33 314.45 2.80 0.21 371.7
315.77 2037.33 315.19 3.10 0.22 373.8666667
316.48 2020.33 315.62 3.10 0.21 384.0666667
316.19 2017.67 315.21 3.10 0.20 381.1666667
317.08 1947.00 316.04 3.10 0.20 378.7
316.44 1933.00 315.64 3.10 0.16 392.0333333
315.91 2037.67 315.46 3.10 0.23 379.0333333
317.37 1815.67 315.80 3.00 0.17 376.4333333
315.48 2007.00 315.26 3.00 0.19 371.8
316.27 1851.67 314.82 3.00 0.16 376.9333333
317.06 1985.00 315.83 3.00 0.20 367.8333333
318.49 2019.33 316.19 3.00 0.16 382.1
319.24 2050.50 315.81 3.00 0.15 385.45
